Order_ID,Order_Date,Month,Quarter,Year,Product_Name,Category,Subcategory,Brand,Unit,Unit_Price,Discount_Percent,Discounted_Price,Quantity,Total_Sale,Vendor_Name,City,Payment_Method,Order_Status
MM-ORD-1127,2025-07-20,Jul 2025,Q3 2025,2025,HP Engine Oil 10W-30 1L,HP,Engine Oil,HP,litre,390,0,390.0,2,780.0,Agarwal Machinery,Gangapur City,UPI,Cancelled
MM-ORD-1128,2024-01-13,Jan 2024,Q1 2024,2024,HP Engine Oil 10W-30 1L,HP,Engine Oil,HP,litre,390,0,390.0,16,6240.0,Rajputana Machinery Co.,Jaipur,Bank Transfer,Delivered
MM-ORD-1129,2024-07-07,Jul 2024,Q3 2024,2024,Oil Filter Swaraj 855,OEM,Tractor Parts,OEM,piece,180,10,162.0,15,2430.0,Rajasthan Machinery Hub,Jaipur,Cash,Delivered
MM-ORD-1130,2025-05-18,May 2025,Q2 2025,2025,Oil Filter Swaraj 855,OEM,Tractor Parts,OEM,piece,180,12,158.4,3,475.2,Goyal Motors,Gangapur City,Cash,Processing
MM-ORD-1131,2024-03-28,Mar 2024,Q1 2024,2024,Castrol Gear Oil EP-90 5L,Castrol,Gear Oil,Castrol,litre,1180,8,1085.6,5,5428.0,Shiv Automobile,Gangapur City,Cash,Delivered
MM-ORD-1132,2026-03-05,Mar 2026,Q1 2026,2026,Hydraulic Seal Kit,OEM,Tractor Parts,OEM,piece,450,5,427.5,14,5985.0,Ranthambore Machinery,Sawai Madhopur,Bank Transfer,Shipped
MM-ORD-1133,2026-05-30,May 2026,Q2 2026,2026,Air Filter Mahindra 265,OEM,Tractor Parts,OEM,piece,280,8,257.6,15,3864.0,Rajdhani Machinery,Sawai Madhopur,Bank Transfer,Shipped
MM-ORD-1134,2025-09-16,Sep 2025,Q3 2025,2025,Bearing 6206,FAG,Motor Parts,FAG,piece,95,0,95.0,20,1900.0,Pink City Motors,Jaipur,Bank Transfer,Delivered
MM-ORD-1135,2025-11-07,Nov 2025,Q4 2025,2025,Veedol Engine Oil 1L,Veedol,Engine Oil,Veedol,litre,370,8,340.4,7,2382.8,Rajputana Machinery Co.,Jaipur,Cash,Delivered
MM-ORD-1136,2024-06-09,Jun 2024,Q2 2024,2024,Turbo Engine Oil 1L,Turbo,Engine Oil,Turbo,litre,360,0,360.0,18,6480.0,Shiv Automobile,Gangapur City,Cash,Shipped
MM-ORD-1137,2024-10-25,Oct 2024,Q4 2024,2024,Air Filter Mahindra 265,OEM,Tractor Parts,OEM,piece,280,15,238.0,20,4760.0,Tiger Motors,Sawai Madhopur,Cash,Delivered
MM-ORD-1138,2024-03-13,Mar 2024,Q1 2024,2024,Bearing 6206,FAG,Motor Parts,FAG,piece,95,15,80.75,10,807.5,Tiger Motors,Sawai Madhopur,Bank Transfer,Delivered
MM-ORD-1139,2025-03-11,Mar 2025,Q1 2025,2025,Bearing 6205,SKF,Motor Parts,SKF,piece,85,5,80.75,19,1534.25,Ranthambore Machinery,Sawai Madhopur,Cash,Processing
MM-ORD-1140,2026-04-26,Apr 2026,Q2 2026,2026,Turbo Engine Oil 1L,Turbo,Engine Oil,Turbo,litre,360,8,331.2,5,1656.0,Rajputana Machinery Co.,Jaipur,Cash,Delivered
MM-ORD-1141,2025-03-25,Mar 2025,Q1 2025,2025,Castrol Gear Oil EP-90 5L,Castrol,Gear Oil,Castrol,litre,1180,8,1085.6,10,10856.0,Shiv Automobile,Gangapur City,Cash,Shipped
MM-ORD-1142,2025-05-27,May 2025,Q2 2025,2025,Bearing 6206,FAG,Motor Parts,FAG,piece,95,8,87.4,13,1136.2,Tiger Motors,Sawai Madhopur,Bank Transfer,Shipped
MM-ORD-1143,2025-03-18,Mar 2025,Q1 2025,2025,Air Filter Mahindra 265,OEM,Tractor Parts,OEM,piece,280,0,280.0,20,5600.0,Goyal Motors,Gangapur City,Bank Transfer,Delivered
MM-ORD-1144,2024-08-22,Aug 2024,Q3 2024,2024,Fuel Filter Universal,OEM,Tractor Parts,OEM,piece,120,0,120.0,1,120.0,Agarwal Machinery,Gangapur City,Bank Transfer,Processing
MM-ORD-1145,2026-02-20,Feb 2026,Q1 2026,2026,PTO Shaft,OEM,Tractor Parts,OEM,piece,2200,0,2200.0,9,19800.0,Khandelwal Shops,Gangapur City,Cash,Shipped
MM-ORD-1146,2024-07-04,Jul 2024,Q3 2024,2024,Clutch Plate John Deere,OEM,Tractor Parts,OEM,piece,1200,8,1104.0,15,16560.0,Rajputana Machinery Co.,Jaipur,Bank Transfer,Shipped
MM-ORD-1147,2025-02-22,Feb 2025,Q1 2025,2025,Oil Filter Swaraj 855,OEM,Tractor Parts,OEM,piece,180,10,162.0,16,2592.0,Goyal Motors,Gangapur City,UPI,Delivered
MM-ORD-1148,2025-02-25,Feb 2025,Q1 2025,2025,Total Engine Oil 10W-30 1L,Total,Engine Oil,Total,litre,410,10,369.0,6,2214.0,SM Auto Parts,Sawai Madhopur,Bank Transfer,Shipped
MM-ORD-1149,2025-04-10,Apr 2025,Q2 2025,2025,Bearing 6206,FAG,Motor Parts,FAG,piece,95,0,95.0,13,1235.0,Rajputana Machinery Co.,Jaipur,Cash,Delivered
MM-ORD-1150,2025-06-10,Jun 2025,Q2 2025,2025,Bearing 6205,SKF,Motor Parts,SKF,piece,85,12,74.8,4,299.2,Pawan Motors,Gangapur City,Cash,Cancelled
MM-ORD-1151,2024-07-11,Jul 2024,Q3 2024,2024,Hydraulic Seal Kit,OEM,Tractor Parts,OEM,piece,450,0,450.0,14,6300.0,Rajasthan Machinery Hub,Jaipur,Bank Transfer,Delivered
MM-ORD-1152,2026-02-17,Feb 2026,Q1 2026,2026,Fuel Filter Universal,OEM,Tractor Parts,OEM,piece,120,15,102.0,16,1632.0,Ranthambore Machinery,Sawai Madhopur,Cash,Delivered
MM-ORD-1153,2025-03-24,Mar 2025,Q1 2025,2025,Bearing 6205,SKF,Motor Parts,SKF,piece,85,8,78.2,5,391.0,Capital Tools,Jaipur,Bank Transfer,Shipped
MM-ORD-1154,2025-12-27,Dec 2025,Q4 2025,2025,Total Engine Oil 10W-30 1L,Total,Engine Oil,Total,litre,410,5,389.5,20,7790.0,Khandelwal Shops,Gangapur City,Cash,Delivered
MM-ORD-1155,2024-04-05,Apr 2024,Q2 2024,2024,Hydraulic Seal Kit,OEM,Tractor Parts,OEM,piece,450,12,396.0,18,7128.0,Khandelwal Shops,Gangapur City,Cash,Delivered
MM-ORD-1156,2026-01-03,Jan 2026,Q1 2026,2026,Air Filter Mahindra 265,OEM,Tractor Parts,OEM,piece,280,15,238.0,5,1190.0,Goyal Motors,Gangapur City,UPI,Processing
MM-ORD-1157,2024-09-06,Sep 2024,Q3 2024,2024,Bearing 6205,SKF,Motor Parts,SKF,piece,85,15,72.25,16,1156.0,Jaipur Auto Parts,Jaipur,UPI,Processing
MM-ORD-1158,2024-03-12,Mar 2024,Q1 2024,2024,HP Engine Oil 10W-30 1L,HP,Engine Oil,HP,litre,390,0,390.0,7,2730.0,Jaipur Auto Parts,Jaipur,UPI,Shipped
MM-ORD-1159,2026-04-20,Apr 2026,Q2 2026,2026,Capacitor 25uF,Havells,Motor Parts,Havells,piece,120,8,110.4,17,1876.8,Rajdhani Machinery,Sawai Madhopur,Cash,Delivered
MM-ORD-1160,2024-06-01,Jun 2024,Q2 2024,2024,Bearing 6206,FAG,Motor Parts,FAG,piece,95,15,80.75,19,1534.25,SM Auto Parts,Sawai Madhopur,UPI,Processing
MM-ORD-1161,2025-04-11,Apr 2025,Q2 2025,2025,Oil Filter Swaraj 855,OEM,Tractor Parts,OEM,piece,180,12,158.4,11,1742.4,Pawan Motors,Gangapur City,UPI,Delivered
MM-ORD-1162,2026-05-26,May 2026,Q2 2026,2026,Turbo Engine Oil 1L,Turbo,Engine Oil,Turbo,litre,360,5,342.0,13,4446.0,Pink City Motors,Jaipur,UPI,Delivered
MM-ORD-1163,2025-01-30,Jan 2025,Q1 2025,2025,Capacitor 25uF,Havells,Motor Parts,Havells,piece,120,12,105.6,16,1689.6,Tiger Motors,Sawai Madhopur,Bank Transfer,Cancelled
MM-ORD-1164,2025-05-29,May 2025,Q2 2025,2025,HP Engine Oil 10W-30 1L,HP,Engine Oil,HP,litre,390,0,390.0,2,780.0,Rajasthan Machinery Hub,Jaipur,Bank Transfer,Delivered
MM-ORD-1165,2025-06-22,Jun 2025,Q2 2025,2025,Total Engine Oil 10W-30 1L,Total,Engine Oil,Total,litre,410,0,410.0,15,6150.0,SM Auto Parts,Sawai Madhopur,UPI,Delivered
MM-ORD-1166,2025-04-25,Apr 2025,Q2 2025,2025,HP Engine Oil 10W-30 1L,HP,Engine Oil,HP,litre,390,0,390.0,5,1950.0,Jaipur Auto Parts,Jaipur,UPI,Delivered
MM-ORD-1167,2026-05-22,May 2026,Q2 2026,2026,Fuel Filter Universal,OEM,Tractor Parts,OEM,piece,120,0,120.0,13,1560.0,Tiger Motors,Sawai Madhopur,UPI,Cancelled
MM-ORD-1168,2025-07-08,Jul 2025,Q3 2025,2025,Hydraulic Seal Kit,OEM,Tractor Parts,OEM,piece,450,15,382.5,11,4207.5,Jaipur Auto Parts,Jaipur,Cash,Processing
MM-ORD-1169,2026-02-03,Feb 2026,Q1 2026,2026,Remola Engine Oil 10W-30 1L,Remola,Engine Oil,Remola,litre,380,5,361.0,10,3610.0,Kalyan Machinery Parts,Gangapur City,Cash,Shipped
MM-ORD-1170,2024-06-19,Jun 2024,Q2 2024,2024,Total Engine Oil 10W-30 1L,Total,Engine Oil,Total,litre,410,15,348.5,4,1394.0,Ranthambore Machinery,Sawai Madhopur,Bank Transfer,Delivered
MM-ORD-1171,2024-10-27,Oct 2024,Q4 2024,2024,Castrol Engine Oil 10W-30 1L,Castrol,Engine Oil,Castrol,litre,420,0,420.0,11,4620.0,Khandelwal Shops,Gangapur City,UPI,Delivered
MM-ORD-1172,2025-08-02,Aug 2025,Q3 2025,2025,Winding Wire 20 SWG,Finolex,Motor Parts,Finolex,piece,450,12,396.0,8,3168.0,Shiv Automobile,Gangapur City,Bank Transfer,Delivered
MM-ORD-1173,2025-09-26,Sep 2025,Q3 2025,2025,Gulf Gear Oil EP-90 5L,Gulf,Gear Oil,Gulf,litre,1100,12,968.0,3,2904.0,Shiv Automobile,Gangapur City,Bank Transfer,Delivered
MM-ORD-1174,2024-08-25,Aug 2024,Q3 2024,2024,Oil Filter Swaraj 855,OEM,Tractor Parts,OEM,piece,180,0,180.0,19,3420.0,Rajdhani Machinery,Sawai Madhopur,UPI,Cancelled
MM-ORD-1175,2026-04-03,Apr 2026,Q2 2026,2026,Bearing 6205,SKF,Motor Parts,SKF,piece,85,0,85.0,9,765.0,Rajasthan Machinery Hub,Jaipur,UPI,Delivered
MM-ORD-1176,2024-12-19,Dec 2024,Q4 2024,2024,Hydraulic Seal Kit,OEM,Tractor Parts,OEM,piece,450,15,382.5,3,1147.5,Shiv Automobile,Gangapur City,Bank Transfer,Delivered
MM-ORD-1177,2026-05-15,May 2026,Q2 2026,2026,Winding Wire 20 SWG,Finolex,Motor Parts,Finolex,piece,450,15,382.5,9,3442.5,Tiger Motors,Sawai Madhopur,UPI,Delivered
MM-ORD-1178,2024-08-30,Aug 2024,Q3 2024,2024,Motor Shaft 1 inch,Local,Motor Parts,Local,piece,350,0,350.0,16,5600.0,SM Auto Parts,Sawai Madhopur,UPI,Processing
MM-ORD-1179,2024-01-23,Jan 2024,Q1 2024,2024,Capacitor 40uF,Havells,Motor Parts,Havells,piece,150,8,138.0,10,1380.0,Pink City Motors,Jaipur,Bank Transfer,Shipped
MM-ORD-1180,2025-09-12,Sep 2025,Q3 2025,2025,Bearing 6205,SKF,Motor Parts,SKF,piece,85,0,85.0,19,1615.0,Khandelwal Shops,Gangapur City,Bank Transfer,Shipped
MM-ORD-1181,2024-08-12,Aug 2024,Q3 2024,2024,Bearing 6206,FAG,Motor Parts,FAG,piece,95,10,85.5,8,684.0,Ranthambore Machinery,Sawai Madhopur,Bank Transfer,Delivered
MM-ORD-1182,2025-10-04,Oct 2025,Q4 2025,2025,Fuel Filter Universal,OEM,Tractor Parts,OEM,piece,120,0,120.0,5,600.0,Agarwal Machinery,Gangapur City,Bank Transfer,Delivered
MM-ORD-1183,2025-08-16,Aug 2025,Q3 2025,2025,Bearing 6206,FAG,Motor Parts,FAG,piece,95,0,95.0,15,1425.0,Ranthambore Machinery,Sawai Madhopur,UPI,Cancelled
MM-ORD-1184,2026-02-04,Feb 2026,Q1 2026,2026,HP Engine Oil 10W-30 1L,HP,Engine Oil,HP,litre,390,10,351.0,10,3510.0,Goyal Motors,Gangapur City,UPI,Delivered
MM-ORD-1185,2025-06-27,Jun 2025,Q2 2025,2025,Veedol Engine Oil 1L,Veedol,Engine Oil,Veedol,litre,370,10,333.0,18,5994.0,Shiv Automobile,Gangapur City,Bank Transfer,Delivered
MM-ORD-1186,2026-02-03,Feb 2026,Q1 2026,2026,Gulf Gear Oil EP-90 5L,Gulf,Gear Oil,Gulf,litre,1100,8,1012.0,16,16192.0,Agarwal Machinery,Gangapur City,UPI,Delivered
MM-ORD-1187,2026-05-30,May 2026,Q2 2026,2026,Air Filter Mahindra 265,OEM,Tractor Parts,OEM,piece,280,5,266.0,5,1330.0,Goyal Motors,Gangapur City,Bank Transfer,Cancelled
MM-ORD-1188,2024-04-02,Apr 2024,Q2 2024,2024,Motor Shaft 1 inch,Local,Motor Parts,Local,piece,350,10,315.0,18,5670.0,SM Auto Parts,Sawai Madhopur,UPI,Delivered
MM-ORD-1189,2025-01-12,Jan 2025,Q1 2025,2025,Bearing 6205,SKF,Motor Parts,SKF,piece,85,15,72.25,4,289.0,Capital Tools,Jaipur,Bank Transfer,Cancelled
MM-ORD-1190,2024-04-20,Apr 2024,Q2 2024,2024,Bearing 6205,SKF,Motor Parts,SKF,piece,85,10,76.5,13,994.5,Pink City Motors,Jaipur,Bank Transfer,Delivered
MM-ORD-1191,2025-09-16,Sep 2025,Q3 2025,2025,Oil Filter Swaraj 855,OEM,Tractor Parts,OEM,piece,180,10,162.0,20,3240.0,Khandelwal Shops,Gangapur City,Cash,Cancelled
MM-ORD-1192,2025-10-26,Oct 2025,Q4 2025,2025,Remola Engine Oil 10W-30 1L,Remola,Engine Oil,Remola,litre,380,8,349.6,15,5244.0,Rajputana Machinery Co.,Jaipur,UPI,Delivered
MM-ORD-1193,2025-05-19,May 2025,Q2 2025,2025,HP Engine Oil 10W-30 1L,HP,Engine Oil,HP,litre,390,8,358.8,2,717.6,Khandelwal Shops,Gangapur City,Cash,Delivered
MM-ORD-1194,2025-02-01,Feb 2025,Q1 2025,2025,Turbo Engine Oil 1L,Turbo,Engine Oil,Turbo,litre,360,0,360.0,18,6480.0,Rajdhani Machinery,Sawai Madhopur,UPI,Delivered
MM-ORD-1195,2025-02-28,Feb 2025,Q1 2025,2025,Hydraulic Seal Kit,OEM,Tractor Parts,OEM,piece,450,0,450.0,19,8550.0,Jaipur Auto Parts,Jaipur,Bank Transfer,Delivered
MM-ORD-1196,2024-02-03,Feb 2024,Q1 2024,2024,Oil Filter Swaraj 855,OEM,Tractor Parts,OEM,piece,180,8,165.6,14,2318.4,Pink City Motors,Jaipur,Bank Transfer,Delivered
MM-ORD-1197,2026-05-25,May 2026,Q2 2026,2026,Veedol Engine Oil 1L,Veedol,Engine Oil,Veedol,litre,370,5,351.5,15,5272.5,Rajasthan Machinery Hub,Jaipur,UPI,Delivered
MM-ORD-1198,2025-02-11,Feb 2025,Q1 2025,2025,Capacitor 40uF,Havells,Motor Parts,Havells,piece,150,0,150.0,12,1800.0,Capital Tools,Jaipur,UPI,Delivered
MM-ORD-1199,2025-11-09,Nov 2025,Q4 2025,2025,Total Engine Oil 10W-30 1L,Total,Engine Oil,Total,litre,410,0,410.0,15,6150.0,SM Auto Parts,Sawai Madhopur,Cash,Cancelled
MM-ORD-1200,2024-09-06,Sep 2024,Q3 2024,2024,Fuel Filter Universal,OEM,Tractor Parts,OEM,piece,120,10,108.0,2,216.0,Khandelwal Shops,Gangapur City,Cash,Processing
MM-ORD-1201,2025-08-23,Aug 2025,Q3 2025,2025,Veedol Engine Oil 1L,Veedol,Engine Oil,Veedol,litre,370,5,351.5,18,6327.0,Goyal Motors,Gangapur City,Cash,Delivered
MM-ORD-1202,2024-10-10,Oct 2024,Q4 2024,2024,Capacitor 25uF,Havells,Motor Parts,Havells,piece,120,0,120.0,5,600.0,Ranthambore Machinery,Sawai Madhopur,Cash,Delivered
MM-ORD-1203,2025-11-07,Nov 2025,Q4 2025,2025,Hydraulic Seal Kit,OEM,Tractor Parts,OEM,piece,450,0,450.0,6,2700.0,Agarwal Machinery,Gangapur City,Cash,Delivered
MM-ORD-1204,2024-01-17,Jan 2024,Q1 2024,2024,Castrol Engine Oil 10W-30 1L,Castrol,Engine Oil,Castrol,litre,420,10,378.0,8,3024.0,Pawan Motors,Gangapur City,Cash,Delivered
MM-ORD-1205,2026-02-02,Feb 2026,Q1 2026,2026,Castrol Gear Oil EP-90 5L,Castrol,Gear Oil,Castrol,litre,1180,0,1180.0,14,16520.0,Shiv Automobile,Gangapur City,Cash,Shipped
MM-ORD-1206,2025-04-07,Apr 2025,Q2 2025,2025,Air Filter Mahindra 265,OEM,Tractor Parts,OEM,piece,280,0,280.0,12,3360.0,Ranthambore Machinery,Sawai Madhopur,Bank Transfer,Delivered
MM-ORD-1207,2025-04-14,Apr 2025,Q2 2025,2025,Fuel Filter Universal,OEM,Tractor Parts,OEM,piece,120,8,110.4,17,1876.8,Khandelwal Shops,Gangapur City,Bank Transfer,Delivered
MM-ORD-1208,2025-12-03,Dec 2025,Q4 2025,2025,Castrol Gear Oil EP-90 5L,Castrol,Gear Oil,Castrol,litre,1180,12,1038.4,13,13499.2,Rajasthan Machinery Hub,Jaipur,Cash,Shipped
MM-ORD-1209,2025-09-14,Sep 2025,Q3 2025,2025,Air Filter Mahindra 265,OEM,Tractor Parts,OEM,piece,280,10,252.0,3,756.0,Goyal Motors,Gangapur City,Cash,Delivered
MM-ORD-1210,2025-01-25,Jan 2025,Q1 2025,2025,HP Engine Oil 10W-30 1L,HP,Engine Oil,HP,litre,390,10,351.0,20,7020.0,Agarwal Machinery,Gangapur City,Bank Transfer,Processing
MM-ORD-1211,2024-04-11,Apr 2024,Q2 2024,2024,Bearing 6206,FAG,Motor Parts,FAG,piece,95,12,83.6,17,1421.2,Rajasthan Machinery Hub,Jaipur,Bank Transfer,Delivered
MM-ORD-1212,2025-04-07,Apr 2025,Q2 2025,2025,Hydraulic Seal Kit,OEM,Tractor Parts,OEM,piece,450,12,396.0,7,2772.0,Tiger Motors,Sawai Madhopur,Cash,Shipped
MM-ORD-1213,2025-03-01,Mar 2025,Q1 2025,2025,Capacitor 25uF,Havells,Motor Parts,Havells,piece,120,12,105.6,15,1584.0,SM Auto Parts,Sawai Madhopur,Bank Transfer,Delivered
MM-ORD-1214,2025-01-18,Jan 2025,Q1 2025,2025,Capacitor 25uF,Havells,Motor Parts,Havells,piece,120,8,110.4,11,1214.4,Jaipur Auto Parts,Jaipur,Cash,Cancelled
MM-ORD-1215,2024-04-05,Apr 2024,Q2 2024,2024,Oil Filter Swaraj 855,OEM,Tractor Parts,OEM,piece,180,0,180.0,3,540.0,Goyal Motors,Gangapur City,UPI,Delivered
MM-ORD-1216,2025-08-23,Aug 2025,Q3 2025,2025,Capacitor 40uF,Havells,Motor Parts,Havells,piece,150,0,150.0,5,750.0,Ranthambore Machinery,Sawai Madhopur,Bank Transfer,Processing
MM-ORD-1217,2024-12-28,Dec 2024,Q4 2024,2024,Capacitor 25uF,Havells,Motor Parts,Havells,piece,120,12,105.6,4,422.4,Rajputana Machinery Co.,Jaipur,Bank Transfer,Shipped
MM-ORD-1218,2024-12-26,Dec 2024,Q4 2024,2024,Castrol Gear Oil EP-90 5L,Castrol,Gear Oil,Castrol,litre,1180,8,1085.6,20,21712.0,Agarwal Machinery,Gangapur City,Cash,Processing
MM-ORD-1219,2024-08-17,Aug 2024,Q3 2024,2024,Clutch Plate John Deere,OEM,Tractor Parts,OEM,piece,1200,15,1020.0,5,5100.0,Kalyan Machinery Parts,Gangapur City,Cash,Delivered
MM-ORD-1220,2025-08-10,Aug 2025,Q3 2025,2025,Hydraulic Seal Kit,OEM,Tractor Parts,OEM,piece,450,8,414.0,4,1656.0,Pawan Motors,Gangapur City,Cash,Shipped
MM-ORD-1221,2025-09-15,Sep 2025,Q3 2025,2025,Hydraulic Seal Kit,OEM,Tractor Parts,OEM,piece,450,0,450.0,20,9000.0,Ranthambore Machinery,Sawai Madhopur,Bank Transfer,Cancelled
MM-ORD-1222,2025-12-20,Dec 2025,Q4 2025,2025,Bearing 6205,SKF,Motor Parts,SKF,piece,85,8,78.2,6,469.2,Khandelwal Shops,Gangapur City,UPI,Delivered
MM-ORD-1223,2025-08-02,Aug 2025,Q3 2025,2025,Capacitor 40uF,Havells,Motor Parts,Havells,piece,150,0,150.0,6,900.0,Khandelwal Shops,Gangapur City,Bank Transfer,Shipped
MM-ORD-1224,2026-02-03,Feb 2026,Q1 2026,2026,Remola Engine Oil 10W-30 1L,Remola,Engine Oil,Remola,litre,380,0,380.0,1,380.0,Shiv Automobile,Gangapur City,Bank Transfer,Delivered
MM-ORD-1225,2024-06-10,Jun 2024,Q2 2024,2024,Motor Shaft 1 inch,Local,Motor Parts,Local,piece,350,10,315.0,15,4725.0,Jaipur Auto Parts,Jaipur,UPI,Delivered
MM-ORD-1226,2024-02-23,Feb 2024,Q1 2024,2024,Capacitor 25uF,Havells,Motor Parts,Havells,piece,120,0,120.0,19,2280.0,Ranthambore Machinery,Sawai Madhopur,Cash,Delivered
MM-ORD-1227,2025-03-29,Mar 2025,Q1 2025,2025,Fuel Filter Universal,OEM,Tractor Parts,OEM,piece,120,8,110.4,3,331.2,Khandelwal Shops,Gangapur City,Bank Transfer,Shipped
MM-ORD-1228,2024-10-06,Oct 2024,Q4 2024,2024,Oil Filter Swaraj 855,OEM,Tractor Parts,OEM,piece,180,12,158.4,15,2376.0,Pink City Motors,Jaipur,Cash,Processing
MM-ORD-1229,2024-10-17,Oct 2024,Q4 2024,2024,Total Engine Oil 10W-30 1L,Total,Engine Oil,Total,litre,410,0,410.0,14,5740.0,Pawan Motors,Gangapur City,Bank Transfer,Cancelled
MM-ORD-1230,2024-02-16,Feb 2024,Q1 2024,2024,PTO Shaft,OEM,Tractor Parts,OEM,piece,2200,8,2024.0,17,34408.0,Rajasthan Machinery Hub,Jaipur,Cash,Shipped
MM-ORD-1231,2024-11-04,Nov 2024,Q4 2024,2024,Fuel Filter Universal,OEM,Tractor Parts,OEM,piece,120,5,114.0,1,114.0,Khandelwal Shops,Gangapur City,Cash,Delivered
MM-ORD-1232,2024-01-08,Jan 2024,Q1 2024,2024,Bearing 6205,SKF,Motor Parts,SKF,piece,85,0,85.0,11,935.0,Agarwal Machinery,Gangapur City,UPI,Cancelled
MM-ORD-1233,2025-06-29,Jun 2025,Q2 2025,2025,Winding Wire 20 SWG,Finolex,Motor Parts,Finolex,piece,450,12,396.0,5,1980.0,Shiv Automobile,Gangapur City,Bank Transfer,Delivered
MM-ORD-1234,2025-02-10,Feb 2025,Q1 2025,2025,Clutch Plate John Deere,OEM,Tractor Parts,OEM,piece,1200,0,1200.0,12,14400.0,Capital Tools,Jaipur,Bank Transfer,Delivered
MM-ORD-1235,2024-11-16,Nov 2024,Q4 2024,2024,Winding Wire 20 SWG,Finolex,Motor Parts,Finolex,piece,450,0,450.0,15,6750.0,Khandelwal Shops,Gangapur City,Bank Transfer,Shipped
MM-ORD-1236,2024-04-27,Apr 2024,Q2 2024,2024,PTO Shaft,OEM,Tractor Parts,OEM,piece,2200,8,2024.0,14,28336.0,Jaipur Auto Parts,Jaipur,UPI,Delivered
MM-ORD-1237,2026-05-01,May 2026,Q2 2026,2026,Capacitor 25uF,Havells,Motor Parts,Havells,piece,120,15,102.0,20,2040.0,Shiv Automobile,Gangapur City,Bank Transfer,Delivered
MM-ORD-1238,2025-03-22,Mar 2025,Q1 2025,2025,Remola Engine Oil 10W-30 1L,Remola,Engine Oil,Remola,litre,380,5,361.0,4,1444.0,Jaipur Auto Parts,Jaipur,Bank Transfer,Shipped
MM-ORD-1239,2026-02-02,Feb 2026,Q1 2026,2026,Clutch Plate John Deere,OEM,Tractor Parts,OEM,piece,1200,8,1104.0,13,14352.0,Goyal Motors,Gangapur City,UPI,Delivered
MM-ORD-1240,2025-06-06,Jun 2025,Q2 2025,2025,Capacitor 25uF,Havells,Motor Parts,Havells,piece,120,0,120.0,6,720.0,Ranthambore Machinery,Sawai Madhopur,Bank Transfer,Delivered
MM-ORD-1241,2024-12-25,Dec 2024,Q4 2024,2024,Clutch Plate John Deere,OEM,Tractor Parts,OEM,piece,1200,10,1080.0,7,7560.0,Capital Tools,Jaipur,Bank Transfer,Cancelled
MM-ORD-1242,2024-09-19,Sep 2024,Q3 2024,2024,HP Engine Oil 10W-30 1L,HP,Engine Oil,HP,litre,390,0,390.0,4,1560.0,Kalyan Machinery Parts,Gangapur City,Cash,Delivered
MM-ORD-1243,2026-03-02,Mar 2026,Q1 2026,2026,Fuel Filter Universal,OEM,Tractor Parts,OEM,piece,120,0,120.0,3,360.0,Shiv Automobile,Gangapur City,Bank Transfer,Shipped
MM-ORD-1244,2025-11-28,Nov 2025,Q4 2025,2025,Air Filter Mahindra 265,OEM,Tractor Parts,OEM,piece,280,15,238.0,19,4522.0,Ranthambore Machinery,Sawai Madhopur,Bank Transfer,Cancelled
MM-ORD-1245,2025-03-26,Mar 2025,Q1 2025,2025,Fuel Filter Universal,OEM,Tractor Parts,OEM,piece,120,0,120.0,11,1320.0,Pawan Motors,Gangapur City,Cash,Shipped
MM-ORD-1246,2025-08-28,Aug 2025,Q3 2025,2025,Air Filter Mahindra 265,OEM,Tractor Parts,OEM,piece,280,8,257.6,10,2576.0,Rajputana Machinery Co.,Jaipur,Cash,Delivered
MM-ORD-1247,2025-04-07,Apr 2025,Q2 2025,2025,Clutch Plate John Deere,OEM,Tractor Parts,OEM,piece,1200,15,1020.0,10,10200.0,Goyal Motors,Gangapur City,Cash,Delivered
MM-ORD-1248,2025-10-22,Oct 2025,Q4 2025,2025,Capacitor 40uF,Havells,Motor Parts,Havells,piece,150,0,150.0,10,1500.0,SM Auto Parts,Sawai Madhopur,Cash,Processing
MM-ORD-1249,2025-08-17,Aug 2025,Q3 2025,2025,Fuel Filter Universal,OEM,Tractor Parts,OEM,piece,120,15,102.0,13,1326.0,Capital Tools,Jaipur,Bank Transfer,Cancelled
MM-ORD-1250,2024-11-25,Nov 2024,Q4 2024,2024,Castrol Gear Oil EP-90 5L,Castrol,Gear Oil,Castrol,litre,1180,5,1121.0,19,21299.0,Rajasthan Machinery Hub,Jaipur,Bank Transfer,Shipped
MM-ORD-1251,2024-04-15,Apr 2024,Q2 2024,2024,Clutch Plate John Deere,OEM,Tractor Parts,OEM,piece,1200,15,1020.0,2,2040.0,Shiv Automobile,Gangapur City,UPI,Cancelled
MM-ORD-1252,2024-09-10,Sep 2024,Q3 2024,2024,Remola Engine Oil 10W-30 1L,Remola,Engine Oil,Remola,litre,380,0,380.0,6,2280.0,Capital Tools,Jaipur,Bank Transfer,Shipped
MM-ORD-1253,2025-01-07,Jan 2025,Q1 2025,2025,Air Filter Mahindra 265,OEM,Tractor Parts,OEM,piece,280,0,280.0,17,4760.0,Capital Tools,Jaipur,UPI,Delivered
MM-ORD-1254,2026-03-19,Mar 2026,Q1 2026,2026,Motor Shaft 1 inch,Local,Motor Parts,Local,piece,350,0,350.0,11,3850.0,Jaipur Auto Parts,Jaipur,Bank Transfer,Cancelled
